000   0.0000 0.62411 +0.77873 Greenwich
184   6.0361 0.72081 +0.69097 Valmeca Observatory, Puimichel
185   7.4219 0.67876 +0.73200 Observatoire Astronomique Jurassien-Vicques
186  66.8821 0.77679 +0.62781 Kitab
187  17.0733 0.61314 +0.78735 Astronomical Observatory, Borowiec
188  66.8964 0.78206 +0.62176 Majdanak
189   6.1514 0.69340 +0.71823 Geneva (before 1967)
190  68.68   0.783   +0.619   Gissar
191  68.7811 0.78306 +0.62006 Dushanbe
192  69.2936 0.75213 +0.65692 Tashkent
193  69.22   0.786   +0.617   Sanglok
194  18.0094 0.91807 -0.39579 Tivoli
195  11.4492 0.66804 +0.74174 Untermenzing Observatory, Munich 
196   7.3331 0.65296 +0.75490 Homburg-Erbach 
197  12.1836 0.71739 +0.69434 Bastia
198   8.7558 0.66220 +0.74692 Wildberg 
199   2.4380 0.66659 +0.74294 Buthiers 
200   4.3036 0.63385 +0.77088 Beersel Hills Observatory 
201   7.6033 0.69871 +0.71332 Jonathan B. Postel Observatory 
202   5.8997 0.73137 +0.67971 Tamaris Observatoire, La Seyne sur Mer 
203   8.9964 0.70160 +0.71022 GiaGa Observatory 
204   8.7708 0.69765 +0.71430 Schiaparelli Observatory 
205  11.2731 0.71478 +0.69703 Obs. Casalecchio di Reno, Bologna 
206  10.5667 0.4922  +0.8677  Haagaar Observatory, Eina 
207   9.3065 0.70156 +0.71025 Osservatorio Antonio Grosso 
208   9.5875 0.70893 +0.70294 Rivalta 
209  11.5688 0.69790 +0.71410 Asiago Observatory, Cima Ekar-ADAS
210  76.9573 0.73042 +0.68104 Alma-Ata
211  11.1764 0.72338 +0.68815 Scandicci 
212 355.357470.803253+0.593708Observatorio La Dehesilla 
213   2.3850 0.74986 +0.65941 Observatorio Montcabre
214  11.6569 0.66709 +0.74258 Garching Observatory 
215  10.7328 0.67021 +0.73981 Buchloe 
216   5.6914 0.65732 +0.75114 Observatoire des Cote de Meuse 
217  77.88   0.729   +0.683   Assah
218  78.4541 0.95444 +0.29768 Hyderabad
219  78.7283 0.95618 +0.29216 Japal-Rangapur
220  78.8263 0.97627 +0.21634 Vainu Bappu Observatory, Kavalur
221  16.3631 0.91960 -0.39228 IAS Observatory, Hakos 
222   2.4939 0.66113 +0.74777 Yerres-Canotiers 
223  80.2464 0.97427 +0.22465 Madras
224   7.3011 0.67722 +0.73336 Ottmarsheim 
225 288.8250 0.7298  +0.6814  Northwood Ridge Observatory 
226  11.8858 0.70293 +0.70888 Guido Ruggieri Observatory, Padua 
227 281.2853 0.73683 +0.67392 OrbitJet Observatory, Colden 
228  13.8750 0.70038 +0.71147 Bruno Zugna Observatory, Trieste 
229  14.9743 0.75936 +0.64857 G. C. Gloriosi Astronomical Observatory, Salerno
230  12.0133 0.6744  +0.7363  Mt. Wendelstein Observatory
231   5.3983 0.64403 +0.76253 Vesqueville 
232   1.3317 0.7500  +0.6593  Masquefa Observatory 
233  10.5403 0.72226 +0.68931 Sauro Donati Astronomical Observatory, San Vito
234   1.1400 0.61500 +0.78588 Coddenham Observatory 
235  13.1144 0.69666 +0.71500 CAST Observatory, Talmassons 
236  84.9465 0.55370 +0.82995 Tomsk
237   2.7333 0.6822  +0.7288  Baugy 
238  10.9094 0.50204 +0.86197 Grorudalen Optical Observatory 
239   8.4114 0.64506 +0.76159 Michael Adrian Observatory, Trebur
240   8.8342 0.66229 +0.74685 Herrenberg Sternwarte
241  13.4700 0.66465 +0.74474 Schaerding 
242   1.6956 0.72681 +0.68460 Varennes 
243   9.4130 0.59572 +0.80050 Umbrella Observatory 
244   0.000000.000000 0.000000Geocentric Occultation Observation
245                           Spitzer Space Telescope
246  14.2881 0.65922 +0.74965 Klet Observatory-KLENOT
247                           Roving Observer
248   0.000000.000000 0.000000Hipparcos
249                           SOHO
250                           Hubble Space Telescope
251 293.246920.949577+0.312734Arecibo
252 243.205120.817719+0.573979Goldstone DSS 13, Fort Irwin
253 243.110470.815913+0.576510Goldstone DSS 14, Fort Irwin
254 288.511280.736973+0.673692Haystack, Westford
255  33.164120.707954+0.703886Evpatoria
256 280.160170.784451+0.618320Green Bank
260 149.0661 0.85560 -0.51626 Siding Spring Observatory-DSS
261 243.1360 0.83634 +0.54686 Palomar Mountain-DSS
262 289.2704 0.87346 -0.48603 European Southern Observatory, La Silla-DSS
286 102.7883 0.90694 +0.42057 Yunnan Observatory
290 250.107990.842743+0.537438Mt. Graham-VATT
291 248.4009 0.84947 +0.52647 LPL/Spacewatch II
292 285.1058 0.76630 +0.64033 Burlington, New Jersey 
293 285.5899 0.76936 +0.63668 Burlington remote site 
294 285.8467 0.76031 +0.64739 Astrophysical Obs., College of Staten Island
295 283.0000 0.7789  +0.6251  Catholic University Observatory, Washington
296 286.2515 0.7365  +0.6742  Dudley Observatory (after 1893)
297 286.83   0.720   +0.692   Middlebury
298 287.3408 0.74943 +0.65988 Van Vleck Observatory
299 107.6160 0.99316 -0.11808 Bosscha Observatory, Lembang
300 133.544440.823370+0.565720Bisei Spaceguard Center-BATTeRS
301 288.8467 0.70279 +0.70926 Mont Megantic
302 288.88   0.990   +0.150   University of the Andes station
303 289.1329 0.98889 +0.15190 Merida
304 289.2980 0.87559 -0.48217 Las Campanas Observatory
305 109.5514 0.82066 +0.56963 Purple Mountain, Hainan Island station
306 290.6769 0.98477 +0.17381 Observatorio Taya Beixo, Barquisimeto 
309 289.596770.909952-0.414315Cerro Paranal
312 112.33   0.957   +0.288   Tsingtao field station, Xisha Islands
318 115.691  0.85206 -0.52170 Quinns Rock 
319 116.1350 0.84883 -0.52702 Perth Observatory, Perth-Lowell Telescope
320 116.4381 0.85859 -0.51102 Chiro Observatory
321 115.7571 0.85078 -0.52378 Craigie 
322 116.1340 0.84882 -0.52703 Perth Observatory, Bickley-MCT
323 116.1350 0.84882 -0.52703 Perth Observatory, Bickley
324 116.3277 0.76598 +0.64072 Peking Observatory, Shaho Station
327 117.5750 0.76278 +0.64470 Peking Observatory, Xinglong Station
330 118.8209 0.84828 +0.52788 Purple Mountain Observatory, Nanking
333 249.5236 0.84936 +0.52642 Desert Eagle Observatory 
334 120.3196 0.80925 +0.58552 Tsingtao
337 121.1865 0.85708 +0.51349 Zo-Se
340 135.4853 0.82199 +0.56762 Toyonaka 
341 137.9486 0.80669 +0.58923 Akashina 
342 134.3189 0.83425 +0.54955 Shishikui 
343 127.1258 0.78688 +0.61507 Younchun 
344 128.9767 0.80841 +0.58695 Bohyunsan Optical Astronomy Observatory
345 128.4575 0.80046 +0.59773 Sobaeksan Optical Astronomy Observatory
346 127.3854 0.80474 +0.59166 KNUE Astronomical Observatory
347 139.9086 0.80417 +0.59244 Utsunomiya-Imaizumi 
348 135.2669 0.81698 +0.57475 Ayabe 
349 139.5492 0.81036 +0.58397 Ageo 
350 139.2635 0.80504 +0.59132 Kurohone 
351 135.8678 0.81939 +0.57135 Sakamoto 
352 136.1778 0.82061 +0.56963 Konan 
353 135.0648 0.82265 +0.56669 Nishi Kobe 
354 140.0206 0.80109 +0.59674 Kawachi 
355 139.2133 0.81618 +0.57590 Hadano 
356 141.0867 0.78319 +0.61970 Kogota 
357 140.0064 0.80807 +0.58712 Shimotsuma 
358 140.1586 0.78856 +0.61296 Nanyo 
359 135.1719 0.82782 +0.55912 Wakayama
360 132.9442 0.83314 +0.55138 Kuma Kogen 
361 134.895580.826520+0.561023Sumoto 
362 140.6550 0.73673 +0.67398 Ray Observatory 
363 130.7703 0.83416 +0.54967 Yamada 
364 130.5747 0.85213 +0.52164 YCPM Kagoshima Station 
365 135.9579 0.82597 +0.56196 Uto Observatory
366 138.3003 0.81147 +0.58267 Miyasaka Observatory
367 133.1670 0.81504 +0.57747 Yatsuka 
368 138.8117 0.81213 +0.58191 Ochiai 
369 139.1500 0.8101  +0.5844  Chichibu 
370 133.5273 0.83424 +0.54956 Kochi 
371 133.5965 0.82433 +0.56431 Tokyo-Okayama
372 133.8276 0.83450 +0.54920 Geisei 
373 135.3397 0.82866 +0.55797 Oishi 
374 134.7196 0.81915 +0.57174 Minami-Oda Observatory 
375 134.8708 0.8206  +0.5697  Uzurano 
376 139.0392 0.81321 +0.58022 Uenohara 
377 135.7933 0.82014 +0.57031 Kwasan Observatory, Kyoto
378 136.0142 0.82437 +0.56426 Murou 
379 137.6279 0.82300 +0.56613 Hamamatsu-Yuto 
380 137.0349 0.82190 +0.56772 Ishiki 
381 137.6283 0.81220 +0.58173 Tokyo-Kiso
382 137.5553 0.80915 +0.58639 Tokyo-Norikura
383 137.8959 0.80218 +0.59526 Chirorin 
384 138.1792 0.8219  +0.5678  Shimada
385 138.4680 0.82039 +0.56997 Nihondaira Observatory 
386 138.3217 0.81121 +0.58309 Yatsugatake-Kobuchizawa
387 139.1944 0.81000 +0.58469 Tokyo-Dodaira
388 139.5421 0.81330 +0.57991 Tokyo-Mitaka
389 139.7447 0.81347 +0.57965 Tokyo (before 1938)
390 139.8725 0.80425 +0.59234 Utsunomiya 
391 140.7824 0.78621 +0.61592 Sendai Observatory, Ayashi Station
392 141.3667 0.73355 +0.67741 JCPM Sapporo Station
393 140.1292 0.8090  +0.5858  JCPM Sakura Station
394 142.3208 0.70692 +0.70493 JCPM Hamatonbetsu Station
395 142.3583 0.7224  +0.6891  Tokyo-Asahikawa
396 142.4208 0.7236  +0.6879  Asahikawa 
397 141.4761 0.73210 +0.67892 Sapporo Science Center
398 139.1080 0.80870 +0.58630 Nagatoro 
399 144.5900 0.73158 +0.67950 Kushiro 
400 143.7827 0.72344 +0.68811 Kitami 
401 139.4208 0.8088  +0.5861  Oosato 
402 136.3078 0.81800 +0.57335 Dynic Astronomical Observatory
403 137.0556 0.81593 +0.57625 Kani 
404 140.9292 0.7909  +0.6099  Yamamoto 
405 139.3292 0.8069  +0.5887  Kamihoriguchi 
406 141.8233 0.72946 +0.68174 Bibai 
407 140.3099 0.78426 +0.61837 Kahoku 
408 138.1747 0.81121 +0.58328 Nyukasa 
409 139.5211 0.81234 +0.58124 Kiyose and Mizuho 
410 134.8910 0.81883 +0.57222 Sengamine 
411 139.4170 0.80739 +0.58805 Oizumi 
412 140.5991 0.80011 +0.59803 Iwaki 
413 149.066080.855595-0.516262Siding Spring Observatory
414 149.0077 0.81694 -0.57499 Mount Stromlo
415 149.0636 0.81615 -0.57606 Kambah, near Canberra 
416 149.13   0.816   -0.575   Barton, near Canberra 
417 137.1371 0.79611 +0.60317 Yanagida Astronomical Observatory
418 150.94   0.858   -0.511   Tamworth 
419 150.8329 0.83370 -0.55038 Windsor 
420 151.2050 0.83126 -0.55404 Sydney
421 133.7650 0.83244 +0.55262 Mt. Kajigamori, Otoyo 
422 151.0461 0.85503 -0.51709 Loomberah 
423 151.1236 0.83179 -0.55324 North Ryde 
424 149.0658 0.81758 -0.57405 Macquarie, near Canberra 
425 152.93   0.896   -0.443   Taylor Range Observatory, Brisbane
426 136.8217 0.85618 -0.51498 Woomera 
427 138.7283 0.82667 -0.56084 Stockport
428 153.3970 0.88271 -0.46837 Reedy Creek 
429 149.0400 0.81761 -0.57402 Hawker 
430 149.2123 0.85550 -0.51623 Rainbow Observatory, near Coonabarabran 
431 149.7578 0.83548 -0.54793 Mt. Tarana Observatory, Bathurst 
432 153.0817 0.86380 -0.50215 Boambee 
433 152.1078 0.84197 -0.53771 Bagnall Beach Observatory 
434  10.9206 0.70765 +0.70419 S. Benedetto Po 
435  11.8936 0.70330 +0.70852 G. Colombo Astronomical Observatory, Padua
436  11.3356 0.71658 +0.69528 Osservatorio di Livergnano
439 253.2539 0.81156 +0.58288 ROTSE-III, Los Alamos
440 278.6842 0.73025 +0.68097 Elginfield Observatory
441 357.1697 0.55559 +0.82867 Swilken Brae, St. Andrews 
442 357.4822 0.7477  +0.6619  Gualba Observatory 
443 301.4656 0.82370 -0.56513 Obs. Astronomico Plomer, Buenos Aires 
444 243.2794 0.83507 +0.54868 Star Cruiser Observatory 
445 359.4200 0.7802  +0.6235  Observatori d'Ontinyent 
446 262.1666 0.87049 +0.49058 Kingsnake Observatory 
447 255.2056 0.77154 +0.63448 Centennial Observatory 
448 253.2801 0.84543 +0.53268 Desert Moon Observatory, Las Cruces 
449 279.6503 0.82617 +0.56156 Griffin Hunter Observatory 
450 279.3339 0.81857 +0.57254 Carla Jane Observatory, Charlotte 
451 262.7569 0.79447 +0.60536 West Skies Observatory, Mulvane 
452 279.1063 0.8980  +0.4385  Big Cypress Observatory 
453 242.1331 0.82030 +0.57021 Edwards Raven Observatory
454 283.376780.774542+0.630425Maryland Space Grant Consortium Observatory
455 237.9636 0.78912 +0.61218 CBA Concord 
456 358.8278 0.61348 +0.78709 Daventry Observatory 
457  18.3403 0.66221 +0.74685 Partizanske 
458 355.9806 0.75992 +0.64805 Guadarrama Observatory 
459 288.1172 0.72607 +0.68538 Smith River Observatory, Danbury 
460 265.9981 0.83010 +0.55579 Area 52 Observatory, Nashville 
461  19.8943 0.67153 +0.73869 Szeged University, Piszkesteto Stn. (Konkoly)
462 283.0842 0.77905 +0.62488 Mount Belleview Observatory 
463 254.7375 0.76726 +0.63959 Sommers-Bausch Observatory, Boulder
464 288.5013 0.75109 +0.65799 Toby Point Observatory, Narragansett 
465 174.7801 0.80166 -0.59578 Takapuna
466 174.8487 0.8002  -0.5977  Mount Molehill Observatory, Auckland 
467 174.7766 0.80058 -0.59724 Auckland Observatory
468  13.3296 0.74652 +0.66349 Astronomical Observatory, Campo Catino
469   7.3820 0.67873 +0.73205 Courroux 
470  13.3286 0.74929 +0.66006 Ceccano 
471   8.2389 0.56364 +0.82325 Houstrup 
472   6.3203 0.71225 +0.69998 Merlette 
473  13.3164 0.69479 +0.71682 Remanzacco 
474 170.464960.720773-0.691079Mount John Observatory, Lake Tekapo
475   7.6965 0.70747 +0.70443 Turin (before 1913)
476   7.1414 0.70659 +0.70535 Grange Observatory, Bussoleno 
477   0.4856 0.62103 +0.78117 Galleywood 
478   3.0896 0.72548 +0.68597 Lamalou-les-Bains 
479   6.0505 0.73020 +0.68096 Sollies-Pont 
480   0.77   0.615   +0.786   Cockfield 
481   7.93   0.596   +0.800   Moorwarfen
482 357.1854 0.55560 +0.82866 St. Andrews
483 173.8036 0.74734 -0.66254 Carter Observatory, Black Birch Station
484 174.75   0.753   -0.657   Happy Valley, Wellington 
485 174.7654 0.75256 -0.65635 Carter Observatory, Wellington
486 175.47   0.765   -0.643   Palmerston North 
487 355.4444 0.56858 +0.81989 Macnairston Observatory
488 358.37   0.575   +0.816   Newcastle-upon-Tyne 
489 359.87   0.612   +0.788   Hemingford Abbots 
490 358.00   0.633   +0.772   Wimborne Minster 
491 356.9000 0.76131 +0.64644 Centro Astronomico de Yebes
492 358.47   0.605   +0.795   Mickleover 
493 357.4542 0.79753 +0.60182 Calar Alto
494 357.8361 0.61126 +0.78879 Stakenbridge 
495 357.66   0.598   +0.800   Altrincham 
496 358.6860 0.6311  +0.7731  Bishopstoke 
497 359.30   0.626   +0.776   Ascot-Loudwater 
498 359.26   0.612   +0.788   Northampton 
499 359.7924 0.62558 +0.77755 Cheam 
500   0.000000.000000 0.000000Geocentric
501   0.3475 0.63237 +0.77208 Herstmonceux
502   0.85   0.617   +0.783   Colchester 
503   0.0948 0.61400 +0.78667 Cambridge
504   4.3944 0.68553 +0.72570 Le Creusot 
505   4.5639 0.6229  +0.7797  Simon Stevin
506   9.96   0.598   +0.797   Bendestorf 
507   5.22   0.617   +0.783   Nyenheim 
508   5.29   0.617   +0.783   Zeist 
509   5.87   0.732   +0.680   La Seyne sur Mer
510   8.026430.631836+0.772582Siegen
511   5.7157 0.72140 +0.69034 Haute Provence
512   4.49   0.615   +0.786   Leiden (before 1860)
513   4.7855 0.69971 +0.71209 Lyons
514   8.43   0.652   +0.755   Mundenheim (1907-1913)
515   7.4956 0.64656 +0.76038 Volkssternwarte Dhaun, near Kirn
516   9.9733 0.59539 +0.80075 Hamburg (before 1909)
517   6.1358 0.69201 +0.71957 Geneva (from 1967)
518   9.9727 0.59545 +0.80071 Marine Observatory, Hamburg
519   8.29   0.626   +0.776   Meschede 
520   7.0966 0.63427 +0.77053 Bonn
521  10.8899 0.64562 +0.76116 Bamberg
522   7.7677 0.66279 +0.74633 Strasbourg
523   8.65   0.643   +0.765   Frankfurt
524   8.4605 0.6509  +0.7566  Mannheim
525   8.7708 0.6331  +0.7715  Marburg
526  10.1477 0.58426 +0.80886 Kiel
527   9.9431 0.5955  +0.8007  Altona
528   9.9426 0.62340 +0.77931 Gottingen
529  10.7229 0.50259 +0.86163 Christiania
530  10.6898 0.5911  +0.8039  Lubeck
531  12.4797 0.74545 +0.66434 Collegio Romano, Rome
532  11.6084 0.66853 +0.74130 Munich
533  11.8715 0.70335 +0.70847 Padua
534  12.3913 0.62606 +0.77719 Leipzig (since 1861)
535  13.3578 0.78782 +0.61386 Palermo
536  13.1062 0.61135 +0.78873 Berlin-Babelsberg
537  13.3642 0.6097  +0.7900  Urania Observatory, Berlin
538  13.8461 0.70998 +0.70187 Pola
539  14.1316 0.66968 +0.74024 Kremsmunster
540  14.2753 0.66470 +0.74477 Linz
541  14.3953 0.64306 +0.76331 Prague
542  13.0374 0.6091  +0.7904  Falkensee 
543  12.3688 0.6260  +0.7772  Leipzig (before 1861)
544  13.4250 0.61040 +0.78945 Wilhelm Foerster Observatory, Berlin
545  16.3817 0.66767 +0.74200 Vienna (before 1879)
546  16.3549 0.66760 +0.74207 Oppolzer Observatory, Vienna 
547  17.0363 0.62904 +0.77479 Breslau 
548  13.3950 0.60999 +0.78976 Berlin (1835-1913)
549  17.6257 0.50341 +0.86116 Uppsala
550  11.4196 0.5943  +0.8015  Schwerin
551  18.1895 0.67201 +0.73808 Hurbanovo, formerly O'Gyalla 
